2013-01-01	3731
2013-01-02	3698
2013-01-03	3198
2013-01-04	2901
2013-01-05	3009
2013-01-06	3469
2013-01-07	2839
2013-01-08	2488
2013-01-09	2618
2013-01-10	2829
2013-01-11	2935
2013-01-12	2417
2013-01-13	3086
2013-01-14	2705
2013-01-15	2743
2013-01-16	3388
2013-01-17	3725
2013-01-18	3821
2013-01-19	2837
2013-01-20	2924
2013-01-21	3093
2013-01-22	2393
2013-01-23	2445
2013-01-24	2955
2013-01-25	3159
2013-01-26	2460
2013-01-27	3505
2013-01-28	2411
2013-01-29	2379
2013-01-30	2857
2013-01-31	3525
2013-02-01	3247
2013-02-02	2339
2013-02-03	3013
2013-02-04	2678
2013-02-05	2278
2013-02-06	2628
2013-02-07	3724
2013-02-08	2160
2013-02-09	2083
2013-02-10	3479
2013-02-11	2727
2013-02-12	2655
2013-02-13	3539
2013-02-14	3881
2013-02-15	3838
2013-02-16	2861
2013-02-17	3221
2013-02-18	3280
2013-02-19	2567
2013-02-20	2715
2013-02-21	3234
2013-02-22	3441
2013-02-23	2618
2013-02-24	3629
2013-02-25	3018
2013-02-26	2824
2013-02-27	3063
2013-02-28	3647
2013-03-01	7535
2013-03-02	5562
2013-03-03	7602
2013-03-04	5928
2013-03-05	5642
2013-03-06	6528
2013-03-07	7390
2013-03-08	8018
2013-03-09	6558
2013-03-10	8268
2013-03-11	6518
2013-03-12	5508
2013-03-13	6926
2013-03-14	8434
2013-03-15	9102
2013-03-16	6850
2013-03-17	8620
2013-03-18	7418
2013-03-19	6280
2013-03-20	6852
2013-03-21	7270
2013-03-22	7758
2013-03-23	5854
2013-03-24	7198
2013-03-25	5606
2013-03-26	5540
2013-03-27	6212
2013-03-28	7346
2013-03-29	6978
2013-03-30	5448
2013-03-31	7488
2013-04-01	3572
2013-04-02	3095
2013-04-03	2730
2013-04-04	3366
2013-04-05	3619
2013-04-06	2936
2013-04-07	3810
2013-04-08	3224
2013-04-09	2945
2013-04-10	3294
2013-04-11	3878
2013-04-12	3502
2013-04-13	2661
2013-04-14	3891
2013-04-15	3373
2013-04-16	3024
2013-04-17	3104
2013-04-18	3698
2013-04-19	3888
2013-04-20	3033
2013-04-21	4140
2013-04-22	3250
2013-04-23	2922
2013-04-24	3227
2013-04-25	3911
2013-04-26	3945
2013-04-27	2936
2013-04-28	4159
2013-04-29	3127
2013-04-30	3129
2013-05-01	3375
2013-05-02	3869
2013-05-03	3989
2013-05-04	3072
2013-05-05	4596
2013-05-06	3706
2013-05-07	3355
2013-05-08	3695
2013-05-09	3894
2013-05-10	4053
2013-05-11	3539
