2013-05-12	4821
2013-05-13	3758
2013-05-14	3328
2013-05-15	3528
2013-05-16	4138
2013-05-17	4377
2013-05-18	3664
2013-05-19	4455
2013-05-20	4127
2013-05-21	3423
2013-05-22	3403
2013-05-23	3609
2013-05-24	3617
2013-05-25	2918
2013-05-26	2691
2013-05-27	4073
2013-05-28	3298
2013-05-29	3086
2013-05-30	3351
2013-05-31	3849
2013-06-01	3346
2013-06-02	4473
2013-06-03	3580
2013-06-04	3013
2013-06-05	3369
2013-06-06	3780
2013-06-07	3729
2013-06-08	3215
2013-06-09	4328
2013-06-10	3829
2013-06-11	3137
2013-06-12	3517
2013-06-13	3641
2013-06-14	4075
2013-06-15	3289
2013-06-16	4387
2013-06-17	3606
2013-06-18	3224
2013-06-19	3500
2013-06-20	3733
2013-06-21	3775
2013-06-22	3211
2013-06-23	4143
2013-06-24	3675
2013-06-25	3155
2013-06-26	3589
2013-06-27	3745
2013-06-28	3866
2013-06-29	3376
2013-06-30	3741
2013-07-01	6524
2013-07-02	6416
2013-07-03	7728
2013-07-04	5616
2013-07-05	4802
2013-07-06	4944
2013-07-07	7162
2013-07-08	6500
2013-07-09	5680
2013-07-10	6000
2013-07-11	6842
2013-07-12	6940
2013-07-13	5654
2013-07-14	7268
2013-07-15	6354
2013-07-16	5566
2013-07-17	6390
2013-07-18	7074
2013-07-19	7384
2013-07-20	6032
2013-07-21	7308
2013-07-22	6508
2013-07-23	6172
2013-07-24	6548
2013-07-25	7128
2013-07-26	7006
2013-07-27	5994
2013-07-28	7390
2013-07-29	6564
2013-07-30	5682
2013-07-31	6358
2013-08-01	2118
2013-08-02	1765
2013-08-03	1494
2013-08-04	1801
2013-08-05	3153
2013-08-06	2888
2013-08-07	3315
2013-08-08	3575
2013-08-09	3829
2013-08-10	3153
2013-08-11	1753
2013-08-12	3287
2013-08-13	2830
2013-08-14	3267
2013-08-15	3730
2013-08-16	3677
2013-08-17	3515
2013-08-18	4103
2013-08-19	3324
2013-08-20	3117
2013-08-21	3290
2013-08-22	3808
2013-08-23	3765
2013-08-24	3302
2013-08-25	4062
2013-08-26	3600
2013-08-27	3253
2013-08-28	3431
2013-08-29	4203
2013-08-30	4246
2013-08-31	3692
2013-09-01	3389
2013-09-02	4355
2013-09-03	3361
2013-09-04	2930
2013-09-05	3192
2013-09-06	3364
2013-09-07	2976
2013-09-08	4353
2013-09-09	3762
2013-09-10	3348
2013-09-11	3348
2013-09-12	4017
2013-09-13	4262
2013-09-14	3259
2013-09-15	4182
2013-09-16	3724
2013-09-17	3180
2013-09-18	3568
2013-09-19	4137
2013-09-20	4300
2013-09-21	3406
2013-09-22	4985
2013-09-23	3772
2013-09-24	3042
2013-09-25	3611
2013-09-26	4125
2013-09-27	4141
2013-09-28	3259
2013-09-29	4734
2013-09-30	3778
2013-10-01	3150
2013-10-02	3337
2013-10-03	4036
2013-10-04	3981
2013-10-05	3271
2013-10-06	4716
2013-10-07	3569
2013-10-08	3111
2013-10-09	3537
2013-10-10	4091
2013-10-11	4310
2013-10-12	3748
2013-10-13	4673
2013-10-14	4168
2013-10-15	3455
2013-10-16	3486
2013-10-17	3958
2013-10-18	4000
2013-10-19	3409
2013-10-20	4917
2013-10-21	3977
2013-10-22	3242
2013-10-23	3310
2013-10-24	3873
2013-10-25	4103
2013-10-26	3316
2013-10-27	4821
2013-10-28	3589
2013-10-29	2916
2013-10-30	3320
2013-10-31	3522
2013-11-01	3408
2013-11-02	2722
2013-11-03	4258
2013-11-04	4351
2013-11-05	3361
2013-11-06	3512
2013-11-07	4015
2013-11-08	3926
2013-11-09	3060
2013-11-10	4487
2013-11-11	4051
2013-11-12	3050
2013-11-13	3019
2013-11-14	3627
2013-11-15	3701
2013-11-16	2837
2013-11-17	4362
2013-11-18	3347
2013-11-19	2855
2013-11-20	3136
2013-11-21	3514
2013-11-22	3926
2013-11-23	3389
2013-11-24	4010
2013-11-25	2980
2013-11-26	3706
2013-11-27	3199
2013-11-28	2596
2013-11-29	2081
2013-11-30	2803
2013-12-01	4230
2013-12-02	4032
2013-12-03	3165
2013-12-04	3261
2013-12-05	3821
2013-12-06	3619
2013-12-07	2978
2013-12-08	4598
2013-12-09	3631
2013-12-10	2990
2013-12-11	3433
2013-12-12	3595
2013-12-13	3678
2013-12-14	2900
2013-12-15	4500
2013-12-16	3926
2013-12-17	3503
2013-12-18	4067
2013-12-19	4592
2013-12-20	5002
2013-12-21	4949
2013-12-22	4840
2013-12-23	4099
2013-12-24	3027
2013-12-25	2446
2013-12-26	2637
2013-12-27	3118
2013-12-28	3060
2013-12-29	3149
2013-12-30	2909
2013-12-31	1964
2014-01-01	2
